id,user_id,product_id,order_date,status
73,926,337,2023-07-12,completed
74,921,480,2023-05-11,completed
75,1383,135,2024-09-14,completed
76,340,222,2023-09-27,completed
77,389,156,2025-01-26,placed
78,577,142,2024-07-28,completed
79,1713,428,2023-05-29,returned
80,3,158,2024-02-07,completed
81,1453,465,2024-08-01,return_pending
82,1166,416,2023-06-20,completed
83,376,494,2023-06-09,completed
84,1694,326,2024-08-03,placed
85,324,371,2023-10-20,placed
86,146,344,2024-05-18,placed
87,1982,262,2023-06-19,shipped
88,293,283,2024-08-25,shipped
89,1689,338,2024-10-23,completed
90,432,344,2024-09-14,return_pending
91,705,229,2024-10-07,completed
92,949,376,2025-02-22,shipped
93,1999,280,2024-12-05,return_pending
94,585,358,2023-10-25,completed
95,399,290,2025-04-10,completed
96,817,168,2023-07-24,completed
97,1913,47,2023-05-28,returned
98,1368,463,2024-06-11,completed
99,964,203,2023-12-08,completed
100,1164,214,2025-04-12,completed
101,187,246,2025-03-02,shipped
102,1829,24,2023-11-22,completed
103,61,321,2025-01-19,shipped
104,939,274,2025-02-20,shipped
105,1404,44,2024-08-14,completed
106,710,332,2024-07-14,shipped
107,807,313,2024-05-21,completed
108,1464,363,2024-10-20,completed
109,1343,156,2025-03-02,completed
110,1326,488,2023-08-01,shipped
111,1368,380,2023-08-26,completed
112,11,199,2024-10-22,return_pending
113,1086,407,2024-06-16,completed
114,1869,469,2025-01-07,completed
115,226,162,2025-01-01,shipped
116,1177,395,2023-08-14,returned
117,1735,470,2024-06-28,completed
118,564,234,2024-01-11,shipped
119,772,163,2024-06-09,shipped
120,1595,116,2024-06-01,completed
121,1608,93,2024-05-31,shipped
122,1684,42,2024-03-07,completed
123,1885,284,2024-11-08,shipped
124,1599,379,2024-04-28,completed
125,1334,210,2023-10-12,completed
126,885,206,2023-09-03,completed
127,1267,466,2025-03-07,completed
128,1517,220,2024-09-25,completed
129,1390,280,2023-09-04,return_pending
130,1354,136,2024-06-13,completed
131,1131,106,2023-05-16,completed
132,226,118,2024-11-08,shipped
133,825,237,2023-09-14,completed
134,218,309,2024-10-13,shipped
135,937,456,2025-01-23,return_pending
136,753,388,2024-02-28,shipped
137,506,475,2023-06-18,placed
138,259,100,2024-11-12,placed
139,1912,261,2023-06-14,placed
140,1798,481,2025-01-07,shipped
141,1541,305,2023-07-12,completed
142,1797,354,2025-02-08,return_pending
143,54,286,2023-08-26,shipped
144,1071,328,2024-03-23,shipped
145,727,103,2023-10-07,completed
146,689,63,2024-02-28,placed
147,1545,175,2024-04-10,completed
148,1123,282,2024-12-28,shipped
149,1044,441,2023-09-18,completed
150,1914,293,2024-12-11,placed
151,1777,226,2023-07-29,placed
152,1597,7,2023-07-28,completed
153,1915,127,2024-01-13,shipped
154,1514,424,2023-08-04,returned
155,419,92,2023-05-09,completed
156,690,423,2024-06-12,completed
157,850,190,2025-01-01,returned
158,62,359,2024-08-04,shipped
159,1169,476,2024-05-22,completed
160,216,462,2023-08-22,placed
161,3,53,2024-07-10,completed
162,160,242,2023-10-16,completed
163,1763,486,2023-10-03,shipped
164,781,132,2024-04-20,placed
165,1144,490,2023-11-26,completed
166,893,466,2023-12-09,completed
167,1113,364,2024-02-10,return_pending
168,329,112,2025-02-17,completed
169,580,409,2023-09-20,shipped
170,1934,7,2024-01-16,completed
171,1381,230,2023-05-10,completed
172,1634,156,2024-08-22,shipped
173,1291,197,2023-09-25,placed
174,1641,323,2024-07-17,completed
175,952,364,2024-12-07,completed
176,1347,223,2024-10-02,placed
177,635,367,2023-12-03,returned
178,988,490,2024-10-12,completed
179,1565,250,2024-05-08,returned
180,1673,404,2024-04-14,shipped
181,1219,83,2024-03-08,completed
182,921,240,2023-06-21,shipped
183,738,380,2023-06-19,completed
184,1356,395,2024-02-07,shipped
185,170,360,2024-05-13,completed
186,521,323,2023-12-31,placed
187,1487,471,2024-01-14,completed
188,40,263,2024-08-13,shipped
189,1561,407,2025-04-14,placed
190,1285,189,2024-07-10,shipped
191,1419,455,2024-04-09,placed
192,955,366,2024-05-11,completed
193,1250,290,2025-04-11,shipped
194,984,362,2024-12-06,placed
195,1148,403,2023-11-04,shipped
196,975,58,2024-11-17,completed
197,38,9,2024-05-23,placed
198,328,304,2024-01-21,shipped
199,1275,115,2024-05-30,completed
200,1925,210,2024-04-14,completed
201,1200,41,2024-12-05,completed
202,1626,304,2025-04-15,shipped
203,914,173,2024-07-01,placed
204,454,234,2024-03-06,completed
205,37,281,2024-05-21,return_pending
206,1340,372,2024-09-19,completed
207,1712,78,2025-03-14,shipped
208,973,108,2024-06-28,completed
209,796,281,2023-04-20,completed
210,1989,403,2024-07-06,completed
211,973,39,2024-04-21,completed
212,593,119,2023-05-14,shipped
213,1138,335,2023-10-10,completed
214,1064,336,2024-02-18,completed
215,1325,27,2024-06-28,completed
216,224,104,2024-11-20,completed
217,318,74,2023-10-13,completed
218,349,191,2025-04-11,completed
219,115,324,2024-01-14,return_pending
220,698,499,2024-07-16,placed
221,1347,147,2023-10-03,completed
222,1592,255,2024-12-11,return_pending
223,1064,284,2024-06-06,placed
224,1890,213,2023-09-08,shipped
225,40,123,2024-04-11,placed
226,1883,495,2024-07-05,placed
227,1997,206,2023-07-24,return_pending
228,1773,417,2025-01-05,shipped
229,1313,240,2025-04-11,completed
230,1286,394,2025-01-01,placed
231,216,339,2023-10-02,placed
232,1171,286,2023-07-27,completed
233,336,22,2023-07-30,completed
234,1192,259,2024-07-08,placed
235,92,357,2023-05-25,returned
236,353,105,2024-07-18,shipped
237,571,466,2024-08-02,shipped
238,1595,459,2025-03-13,completed
239,816,432,2023-11-10,placed
240,1705,258,2023-05-02,completed
241,781,204,2024-12-28,completed
242,363,310,2024-02-09,shipped
243,557,262,2024-04-29,completed
244,1369,107,2023-07-05,shipped
245,1717,251,2024-02-22,completed
246,1194,424,2024-02-02,placed
247,356,492,2024-06-25,return_pending
248,191,221,2025-01-13,completed
249,1691,379,2023-07-31,placed
250,422,222,2024-10-02,return_pending
251,700,258,2024-12-22,completed
252,7,201,2023-12-13,completed
253,133,367,2023-09-25,completed
254,1771,258,2024-12-20,placed
255,557,349,2023-07-17,placed
256,826,225,2024-11-30,shipped
257,761,202,2023-10-06,shipped
258,1055,226,2025-03-07,shipped
259,535,236,2024-12-02,completed
260,426,183,2024-08-30,placed
261,1418,200,2023-07-06,completed
262,672,357,2023-10-19,placed
263,363,246,2024-09-08,shipped
264,1461,444,2025-02-14,placed
265,1694,353,2023-08-23,completed
266,1575,111,2023-09-20,completed
267,1951,6,2023-06-09,placed
268,82,236,2024-11-29,completed
269,356,127,2023-07-26,completed
270,1282,104,2023-10-14,returned
271,1742,237,2025-03-24,completed
272,589,403,2024-12-05,shipped
273,1548,480,2024-10-08,shipped
274,295,155,2024-01-21,shipped
275,1986,257,2023-09-14,completed
276,1248,235,2024-05-22,shipped
277,1549,500,2025-02-07,completed
278,1070,289,2025-04-05,placed
279,1691,40,2024-07-07,placed
280,1137,288,2024-08-29,returned
281,1257,197,2024-10-09,returned
282,17,273,2024-11-21,completed
283,360,382,2024-03-28,shipped
284,1247,264,2025-01-27,returned
285,866,57,2024-08-07,shipped
286,700,298,2023-04-27,completed
287,448,98,2025-01-04,placed
288,856,137,2024-08-17,completed
289,365,376,2024-08-31,completed
290,675,87,2025-02-24,completed
291,1008,419,2023-06-20,completed
292,1350,242,2025-02-27,return_pending
293,467,199,2025-01-17,completed
294,414,463,2024-03-20,completed
295,1479,437,2023-11-01,shipped
296,586,310,2024-08-13,placed
297,1257,84,2023-07-23,completed
298,1248,242,2024-11-10,completed
299,994,281,2024-03-05,placed
300,1855,323,2024-01-10,placed
301,1436,252,2023-08-05,placed
302,572,190,2023-07-11,completed
303,335,439,2024-11-14,shipped
304,1246,430,2023-09-26,shipped
305,37,152,2025-03-19,placed
306,989,482,2023-07-05,shipped
307,278,302,2024-01-29,completed
308,1220,278,2023-09-04,returned
309,916,139,2023-09-26,shipped
310,1888,176,2025-02-09,shipped
311,484,8,2023-09-10,completed
312,1266,295,2023-08-05,completed
313,1348,235,2023-08-08,shipped
314,731,163,2024-08-02,placed
315,192,49,2023-06-23,returned
316,1041,302,2025-04-11,completed
317,524,38,2023-06-27,return_pending
318,918,136,2023-09-12,shipped
319,401,310,2023-07-05,completed
320,1930,421,2024-12-09,completed
321,886,219,2024-08-26,completed
322,705,348,2024-01-22,returned
323,22,296,2025-03-08,placed
324,474,34,2024-04-18,completed
325,1144,352,2024-06-08,shipped
326,210,79,2023-07-22,completed
327,306,236,2024-01-29,completed
328,1294,383,2024-10-25,completed
329,704,273,2023-07-21,shipped
330,687,161,2023-07-18,placed
331,285,175,2024-11-24,placed
332,716,366,2024-01-05,shipped
333,1700,308,2024-08-25,shipped
334,763,374,2024-06-25,return_pending
335,1251,464,2024-12-22,shipped
336,948,221,2023-11-06,completed
337,381,9,2025-02-03,completed
338,460,289,2024-12-24,completed
339,1031,444,2023-07-05,completed
340,29,113,2024-08-09,placed
341,907,477,2023-05-22,shipped
342,1057,205,2024-03-05,shipped
343,1670,405,2023-12-24,completed
344,879,186,2023-04-23,completed
345,79,341,2023-10-05,completed
346,1952,197,2024-12-31,completed
347,947,266,2023-12-16,completed
348,459,262,2025-02-21,returned
349,570,248,2023-06-27,completed
350,1562,115,2024-09-25,placed
351,1506,121,2024-06-04,placed
352,1454,141,2024-04-29,shipped
353,738,65,2023-09-14,completed
354,1309,276,2024-01-17,completed
355,516,313,2023-12-30,shipped
356,1123,239,2025-03-22,completed
357,397,302,2024-06-03,shipped
358,1513,392,2024-06-27,return_pending
359,39,10,2024-10-13,shipped
360,1295,457,2023-09-19,placed
361,887,369,2025-01-19,placed
362,797,233,2023-09-16,placed
363,157,195,2024-05-05,placed
364,1099,395,2024-01-22,completed
365,884,12,2025-02-28,placed
366,1824,394,2024-02-08,completed
367,1154,409,2025-02-18,shipped
368,1711,177,2024-06-17,placed
369,974,177,2023-12-15,completed
370,1108,217,2024-07-31,shipped
371,1046,11,2024-06-04,completed
372,1483,446,2024-08-02,shipped
373,1563,118,2024-10-24,placed
374,1731,164,2025-03-15,shipped
375,849,39,2024-10-13,completed
376,1406,53,2024-02-05,placed
377,748,218,2023-10-17,completed
378,1464,206,2023-08-21,completed
379,1628,487,2024-01-02,shipped
380,989,312,2023-09-29,return_pending
381,21,360,2023-11-21,placed
382,303,385,2024-01-05,completed
383,2000,56,2023-07-28,completed
384,869,118,2023-04-16,shipped
385,1979,388,2024-04-07,returned
386,84,253,2024-11-09,shipped
387,1798,286,2023-05-04,placed
388,1683,268,2024-02-07,completed
389,1977,291,2023-08-13,returned
390,1477,333,2024-04-05,completed
391,1411,180,2024-11-28,shipped
392,1531,415,2024-03-06,completed
393,1281,358,2023-06-20,placed
394,570,235,2025-01-03,shipped
395,1916,343,2024-01-18,completed
396,934,196,2023-07-11,shipped
397,1551,308,2025-03-14,shipped
398,1186,80,2023-08-17,return_pending
399,1981,135,2024-02-18,completed
400,1187,22,2023-08-04,completed
401,1856,477,2024-04-02,shipped
402,1009,331,2024-12-12,returned
403,793,440,2024-11-11,placed
404,792,225,2024-05-13,completed
405,1548,58,2023-09-22,completed
406,1810,93,2024-01-31,completed
407,1295,192,2023-05-25,placed
408,492,103,2025-01-18,shipped
409,208,396,2023-05-27,completed
410,1563,7,2024-01-17,shipped
411,1608,128,2024-06-13,completed
412,1084,55,2024-06-25,shipped
413,430,231,2024-09-09,shipped
414,985,362,2023-05-22,placed
415,1681,62,2023-10-16,placed
416,1629,240,2024-05-11,completed
417,1333,90,2023-04-19,shipped
418,520,232,2024-11-06,completed
419,591,457,2023-09-01,shipped
420,1051,233,2023-05-09,placed
421,1710,354,2025-02-11,shipped
422,1586,493,2023-12-17,shipped
423,199,333,2024-12-04,completed
424,387,439,2025-03-03,returned
425,349,375,2024-01-14,completed
426,960,292,2023-09-30,completed
427,1964,345,2024-03-03,completed
428,693,152,2023-11-17,return_pending
429,1560,428,2025-04-01,completed
430,1852,145,2024-10-22,completed
431,378,130,2023-09-13,completed
432,899,141,2023-04-20,completed
433,916,415,2025-03-07,completed
434,1582,93,2024-11-16,completed
435,527,114,2024-02-15,completed
436,1177,284,2023-09-25,completed
437,734,444,2023-06-13,shipped
438,206,411,2024-07-28,completed
439,455,143,2024-08-11,placed
440,1297,223,2024-06-22,completed
441,1918,232,2024-05-31,shipped
442,1260,463,2025-01-19,shipped
443,1876,33,2024-04-30,completed
444,1764,276,2023-07-24,completed
445,521,170,2023-07-28,shipped
446,1702,140,2023-06-13,shipped
447,1968,357,2024-10-29,returned
448,1017,201,2024-10-28,placed
449,956,23,2024-07-11,placed
450,1855,456,2024-12-29,completed
451,726,224,2025-04-02,completed
452,1014,368,2025-03-17,completed
453,501,270,2025-02-05,completed
454,117,347,2024-11-15,completed
455,386,153,2023-09-05,return_pending
456,1368,333,2024-09-05,completed
457,584,85,2023-08-31,shipped
458,395,109,2024-05-06,shipped
459,1088,31,2024-09-08,completed
460,1741,229,2023-10-23,completed
461,721,240,2024-02-16,placed
462,72,378,2023-12-18,completed
463,1813,363,2024-11-19,completed
464,274,310,2024-03-30,shipped
465,1344,389,2023-09-26,completed
466,338,141,2024-06-06,completed
467,1390,156,2025-03-26,shipped
468,1519,299,2025-04-15,completed
469,607,345,2024-08-19,shipped
470,166,371,2024-04-28,completed
471,1568,99,2023-10-04,completed
472,11,47,2024-09-15,completed
473,1325,487,2024-11-28,shipped
474,729,327,2024-01-24,placed
475,801,422,2023-07-05,completed
476,102,480,2024-11-15,shipped
477,1449,67,2025-02-18,placed
478,1416,62,2024-04-07,shipped
479,779,109,2025-01-12,completed
480,214,167,2024-08-19,completed
481,1715,37,2023-09-14,returned
482,1112,119,2024-02-20,placed
483,1577,498,2025-02-23,shipped
484,401,86,2024-07-18,completed
485,588,382,2024-01-24,completed
486,889,392,2024-12-13,shipped
487,1070,465,2023-09-10,shipped
488,1696,52,2023-07-09,shipped
489,1487,91,2024-10-27,completed
490,592,289,2023-06-18,shipped
491,1334,494,2024-06-01,returned
492,1110,337,2025-01-06,completed
493,92,298,2023-09-06,shipped
494,1684,204,2024-07-17,shipped
495,673,368,2023-07-28,placed
496,714,238,2025-03-02,completed
497,936,382,2024-11-04,completed
498,1952,155,2023-05-22,placed
499,242,240,2023-09-24,completed
500,1889,136,2023-07-19,completed
501,2,407,2024-07-21,shipped
502,225,362,2023-10-26,shipped
503,801,381,2025-02-23,shipped
504,1769,369,2025-04-08,shipped
505,1997,64,2023-12-27,shipped
506,1950,123,2023-07-19,placed
507,1953,254,2024-03-30,shipped
508,589,477,2023-06-22,return_pending
509,116,114,2025-01-05,placed
510,1690,20,2023-09-01,placed
511,918,16,2023-12-06,completed
512,1127,145,2024-10-07,placed
513,194,208,2025-04-15,shipped
514,1190,19,2023-06-24,shipped
515,871,376,2024-10-03,return_pending
516,90,392,2025-04-14,placed
517,1710,166,2023-05-12,return_pending
518,122,38,2024-02-20,completed
519,143,181,2024-12-17,completed
520,994,349,2023-10-25,completed
521,106,105,2023-04-16,placed
522,887,100,2023-06-23,placed
523,428,90,2024-02-05,shipped
524,1329,415,2023-07-25,placed
525,1896,300,2023-07-07,returned
526,1995,444,2023-07-08,completed
527,317,332,2024-06-05,shipped
528,1987,401,2023-06-01,completed
529,635,79,2023-06-11,returned
530,1926,73,2023-10-14,returned
531,9,423,2025-02-20,completed
532,774,426,2025-02-17,shipped
533,1097,176,2024-01-25,placed
534,1383,396,2023-11-02,placed
535,223,96,2024-02-26,placed
536,1440,345,2023-10-02,placed
537,553,103,2024-12-23,return_pending
538,1394,402,2023-05-04,return_pending
539,716,463,2023-10-17,completed
540,1288,224,2023-08-12,completed
541,1864,6,2024-05-11,completed
542,1714,122,2024-11-21,shipped
543,1884,236,2025-02-08,return_pending
544,1342,427,2024-02-27,shipped
545,1108,116,2023-05-22,completed
546,1342,163,2023-05-12,shipped
547,111,226,2024-07-26,completed
548,251,230,2024-04-11,completed
549,383,182,2024-10-16,completed
550,7,249,2023-05-06,placed
551,459,318,2023-10-05,shipped
552,1108,453,2025-03-28,completed
553,208,210,2023-07-19,shipped
554,900,144,2024-11-19,completed
555,1414,392,2024-12-25,completed
556,1338,345,2024-05-10,shipped
557,22,96,2024-01-10,shipped
558,410,382,2023-08-29,completed
559,895,346,2025-04-07,placed
560,515,244,2023-08-27,placed
561,1151,86,2024-12-11,placed
562,809,415,2024-10-04,placed
563,1724,491,2023-09-11,shipped
564,874,394,2024-10-31,shipped
565,14,184,2024-03-05,completed
566,971,121,2024-06-29,completed
567,978,332,2024-02-17,completed
568,1014,92,2024-01-26,shipped
569,1036,70,2025-03-17,completed
570,87,404,2024-11-20,completed
571,1548,133,2023-09-25,shipped
572,909,279,2024-02-07,completed
573,1561,137,2024-03-18,placed
574,1325,314,2023-09-14,shipped
575,1267,187,2023-11-30,returned
576,122,221,2024-07-02,shipped
577,1171,464,2024-04-05,completed
578,1591,438,2023-10-10,shipped
579,750,46,2023-07-31,return_pending
580,1380,278,2024-01-24,shipped
581,685,192,2025-01-17,shipped
582,1928,8,2023-08-30,completed
583,1757,379,2023-07-29,completed
584,1655,276,2024-11-25,completed
585,309,179,2023-11-30,completed
586,695,334,2023-12-21,shipped
587,288,39,2025-03-02,shipped
588,307,293,2023-09-27,completed
589,1836,178,2024-04-29,completed
590,1618,162,2024-09-28,shipped
591,1990,331,2025-01-02,completed
592,914,374,2023-07-17,return_pending
593,1747,104,2024-05-19,completed
594,662,161,2023-08-22,placed
595,549,287,2025-04-13,shipped
596,1376,123,2024-10-20,shipped
597,312,54,2023-07-02,shipped
598,873,428,2023-05-09,shipped
599,1083,34,2025-02-13,shipped
600,1667,242,2024-08-24,placed
601,924,455,2024-08-11,shipped
602,1738,378,2024-02-08,shipped
603,755,113,2024-06-22,shipped
604,35,318,2023-04-22,placed
605,445,23,2023-12-20,placed
606,93,46,2023-06-22,placed
607,1974,312,2024-04-16,completed
608,1983,135,2023-07-17,completed
609,1231,118,2024-02-21,shipped
610,353,473,2023-10-30,completed
611,903,189,2023-12-22,shipped
612,1356,131,2024-05-02,completed
613,1841,422,2024-09-19,placed
614,862,212,2024-05-20,completed
615,1749,418,2024-07-04,placed
616,159,113,2024-12-22,placed
617,1978,44,2023-10-04,shipped
618,957,128,2023-07-09,return_pending
619,24,364,2023-09-08,placed
620,404,158,2024-05-23,shipped
621,805,273,2024-07-06,shipped
622,516,315,2024-05-22,completed
623,732,394,2025-01-05,shipped
624,1388,355,2024-05-01,completed
625,1406,340,2023-10-29,shipped
626,532,402,2024-04-05,completed
627,956,45,2023-06-12,placed
628,152,108,2025-01-28,shipped
629,1586,219,2025-01-23,completed
630,1713,443,2023-10-01,completed
631,947,318,2025-02-17,returned
632,608,315,2024-01-08,completed
633,1641,177,2025-02-14,shipped
634,420,228,2023-09-22,completed
635,1274,191,2024-10-05,completed
636,1141,471,2024-10-18,shipped
637,866,160,2024-04-03,placed
638,1536,394,2023-12-25,shipped
639,1764,267,2024-05-12,placed
640,578,358,2024-01-22,shipped
641,335,326,2023-07-08,return_pending
642,1442,379,2024-04-04,completed
643,932,489,2023-05-05,completed
644,1798,190,2023-06-18,shipped
645,295,175,2023-11-16,shipped
646,1962,290,2023-06-05,completed
647,755,484,2023-10-11,completed
648,1395,357,2024-08-10,completed
649,186,145,2024-03-03,return_pending
650,1270,232,2023-05-09,shipped
651,637,360,2025-03-17,shipped
652,1292,438,2024-08-11,shipped
653,1667,204,2023-10-20,shipped
654,1261,213,2024-09-13,placed
655,530,40,2023-05-18,completed
656,1576,275,2024-09-21,returned
657,21,323,2024-07-12,return_pending
658,911,82,2025-03-29,completed
659,1761,181,2023-07-23,returned
660,867,499,2023-05-28,return_pending
661,794,320,2024-10-28,completed
662,1544,83,2023-07-24,placed
663,100,303,2023-08-10,placed
664,752,262,2024-11-26,placed
665,478,272,2025-01-15,shipped
666,1623,200,2023-12-24,completed
667,1322,240,2023-07-22,shipped
668,940,402,2024-12-28,shipped
669,526,180,2024-12-15,placed
670,334,432,2025-02-19,placed
671,2,171,2024-03-04,shipped
672,375,295,2023-08-10,placed
673,293,177,2024-09-13,placed
674,837,369,2024-12-02,shipped
675,1958,396,2024-10-13,completed
676,1005,237,2024-12-11,placed
677,553,138,2024-06-19,completed
678,318,327,2025-01-01,shipped
679,1526,366,2023-11-23,placed
680,1852,311,2025-03-26,completed
681,381,129,2024-09-21,shipped
682,1647,49,2024-04-30,placed
683,14,164,2024-06-06,return_pending
684,504,277,2023-11-23,completed
685,231,293,2023-05-04,shipped
686,1108,116,2023-12-15,completed
687,130,24,2024-10-03,return_pending
688,1767,311,2023-05-27,shipped
689,838,25,2025-01-24,completed
690,1169,391,2024-11-12,completed
691,891,127,2024-03-27,placed
692,1881,234,2024-09-19,completed
693,28,209,2024-08-24,placed
694,66,93,2024-05-12,completed
695,1187,94,2023-08-05,completed
696,1253,327,2024-08-05,shipped
697,261,225,2024-12-10,completed
698,1473,455,2023-11-29,completed
699,1448,378,2023-09-22,return_pending
700,460,280,2024-04-16,shipped
701,1976,11,2024-12-03,placed
702,1700,329,2023-06-02,completed
703,301,12,2023-12-21,shipped
704,919,35,2025-02-22,shipped
705,1327,447,2024-11-06,completed
706,287,452,2023-06-03,shipped
707,1419,228,2023-07-05,shipped
708,1034,220,2023-05-29,shipped
709,1731,441,2024-04-05,shipped
710,630,141,2024-03-22,shipped
711,270,23,2023-05-30,placed
712,592,83,2024-11-17,shipped
713,1994,490,2024-07-30,completed
714,1629,229,2025-04-13,shipped
715,1802,423,2024-08-24,completed
716,844,344,2024-06-30,shipped
717,862,80,2024-04-06,completed
718,1385,353,2023-12-14,returned
719,1281,396,2024-06-28,completed
720,133,290,2023-11-11,completed
721,1300,455,2023-08-14,placed
722,1800,331,2023-06-20,shipped
723,1707,159,2023-04-23,completed
724,972,477,2023-05-11,completed
725,513,128,2023-07-17,completed
726,313,190,2025-02-01,return_pending
727,576,397,2024-07-15,placed
728,886,31,2024-03-20,completed
729,1308,386,2024-12-09,shipped
730,1145,359,2024-12-16,completed
731,1131,15,2024-06-17,placed
732,1957,313,2024-08-10,return_pending
733,687,75,2024-11-29,completed
734,1228,34,2024-10-29,shipped
735,165,359,2024-08-27,completed
736,305,196,2025-01-16,completed
737,1521,331,2024-10-24,shipped
738,1656,29,2025-01-29,placed
739,1580,194,2024-03-04,shipped
740,1848,16,2024-09-16,placed
741,156,423,2025-02-26,completed
742,1391,77,2024-07-14,shipped
743,1743,293,2024-09-05,shipped
744,1926,81,2024-12-23,completed
745,620,405,2024-02-25,returned
746,1275,428,2024-04-13,completed
747,957,124,2024-03-02,completed
748,1940,19,2024-03-31,shipped
749,1906,455,2025-03-05,placed
750,334,102,2024-09-05,placed
751,1666,392,2025-01-27,completed
752,969,77,2023-09-06,shipped
753,511,229,2025-03-01,shipped
754,1317,450,2023-08-07,completed
755,1044,297,2024-01-17,shipped
756,282,203,2023-05-24,completed
757,797,472,2023-04-21,completed
758,1025,454,2023-10-29,placed
759,119,61,2023-10-31,return_pending
760,1059,26,2023-10-28,placed
761,198,71,2024-10-10,returned
762,485,103,2023-11-03,shipped
763,1781,467,2024-02-07,completed
764,1083,326,2023-11-05,completed
765,837,363,2025-01-12,completed
766,1185,157,2025-04-01,completed
767,1009,363,2023-12-09,return_pending
768,691,359,2023-09-27,return_pending
769,1230,194,2024-09-01,completed
770,1036,275,2024-01-29,completed
771,490,324,2024-09-12,shipped
772,276,186,2023-06-22,completed
773,693,326,2024-08-28,completed
774,242,113,2023-12-07,completed
775,1240,313,2024-06-17,completed
776,1275,165,2024-09-02,shipped
777,1835,61,2024-08-29,placed
778,126,92,2023-11-24,placed
779,217,286,2024-10-12,completed
780,1330,455,2024-11-10,shipped
781,1821,457,2025-03-29,completed
782,1209,153,2024-03-16,placed
783,1063,225,2024-12-06,shipped
784,1247,127,2024-07-08,shipped
785,1208,193,2024-03-01,shipped
786,495,115,2023-04-30,placed
787,427,262,2024-09-24,completed
788,1202,18,2023-05-21,placed
789,919,10,2023-12-12,placed
790,1452,92,2025-03-10,return_pending
791,1318,139,2023-05-06,placed
792,1876,481,2023-09-13,completed
793,151,449,2025-01-20,returned
794,384,333,2023-04-22,completed
795,1662,357,2023-07-16,completed
796,1837,340,2023-05-15,shipped
797,308,449,2024-07-21,shipped
798,1360,52,2023-05-10,shipped
799,1970,195,2023-04-24,placed
800,746,466,2024-05-27,shipped
801,892,489,2023-04-17,completed
802,375,206,2023-12-30,placed
803,1032,287,2023-09-08,completed
804,1365,475,2023-05-07,completed
805,129,401,2023-06-25,placed
806,1015,439,2024-04-05,placed
807,1800,366,2023-10-22,shipped
808,669,93,2024-08-05,completed
809,1376,420,2025-03-10,shipped
810,1382,485,2023-05-07,completed
811,517,410,2025-02-01,completed
812,1519,309,2023-09-15,completed
813,86,145,2024-01-05,placed
814,1199,86,2024-10-31,completed
815,1826,153,2025-03-17,placed
816,1217,2,2023-11-16,placed
817,311,342,2023-07-18,shipped
818,1143,389,2024-05-29,completed
819,1242,260,2024-05-22,returned
820,427,164,2024-03-30,shipped
821,1994,6,2024-08-10,completed
822,1438,500,2023-06-21,shipped
823,114,149,2025-01-14,completed
824,1169,205,2023-10-29,shipped
825,1562,118,2023-12-03,shipped
826,1672,485,2024-11-16,completed
827,303,89,2023-10-28,completed
